,0,1,2,3,4,5
155,"MULTISERVICIOS ESPECIALIZADOS MORITA,S.A.DE C.V.","CARRETERA LA PROVIDENCIA – LUIS MOYA KM. 14+33, GAMEZ OROZCO, TEPEZALA, AGUASCALIENTES., COLONIA , CP ",10080,2015-05-16,16,1
156,GASOLINERA DEL PARQUE S.A. DE C.V.,"CIRCUITO AGUASCALIENTES NORTE 164, COLONIA PARQUE INDUSTRIAL DEL VALLE DE AGUAS, CP 20355",3791,2015-05-15,28,2
157,"SUPER SERVICIO DAVILA AEROPUERTO, S.A. DE C.V.","CARRETERA 45 KM. 113.5 ENTRE AGUASCALIENTES Y ENCARNACION DE DIAZ, JALISCO., COLONIA , CP ",4591,2015-05-15,0,0
158,"SUPER SERVICIO BONATERRA, SA DE CV","BL  MIGUEL DE LA MADRID N 624, COLONIA FRACCIONAMIENTO AGUA CLARA, CP 20900",5112,2015-05-15,12,4
159,"GASOLINERA ASTRA, S.A. DE C.V.","AV LA CONVENCION SUR N 600, COLONIA FRACCIONAMIENTO LAS AMERICAS, CP 20230",1104,2015-05-14,28,5
160,"SERVICIO SAN FRANCISCO DE LOS ROMO DE AGUASCALIENTES, SA DE CV","AV JUAREZ NO. 313 SUR, COLONIA CENTRO, CP 20300",3133,2015-05-14,16,1
161,"SERVICIOS GASOLINEROS DE MEXICO, SA DE CV","AV AGUASCALIENTES NORTE N 724, COLONIA LAS TROJES, CP 20135",4941,2015-02-17,24,0
162,"MURADAS, S.A. DE C.V.","AV. AGUASCALIENTES NO 621, COLONIA ESPA$A, CP 20210",11233,2015-02-17,24,0
163,"SERVICIO PALO ALTO, SA DE CV","CARRET.  PALO ALTO-LA SOLEDAD KM 18.5, COLONIA , CP ",3841,2015-02-16,6,1
164,"SERVICIO VENADERO, SA DE CV","CARRETERA FEDERAL AGUASCALIENTES-CALVILLO KM. 17.4, LOC. IGNACIO ZARAGOZA , JESUS MARIA, AGUASCALIENTES., COLONIA , CP ",5743,2015-02-16,16,3
165,"RN GAS, S.A. DE C.V.","BERNABE BALLESTEROS NUMERO 124, COLONIA FRACC. VILLA DE NUESTRA SENORA DE LA, CP 20200",7754,2015-02-16,12,1
166,"SERVICIO MARTIN, S.A.DE C.V.","CA GENERAL BARRAGAN N 457 Y 459, COLONIA CENTRO, CP 20000",1107,2015-02-14,10,0
167,"MARA ESTACION DE SERVICIOS, S.A. DE C.V.","BOULEVARD AGUASCALIENTES 2074, COLONIA LOMAS DE SANTA ANITA, CP 20160",8511,2015-02-14,16,2
168,"SERVICIO PETROJUELOS, S.A. DE C.V.","BLVD. JUAN PABLO II NO 1100, COLONIA LA SECADORA, CP 20207",10946,2015-02-14,16,0
169,"SERVICIO GUADALUPANO, S. DE R. L. DE C. V.","BLVD GUADALUPANO NO. 1310, COLONIA NAZARIO ORTIZ GARZA, CP 20170",9913,2014-11-20,12,0
170,"MULTISERVICIO LA VILLITA, S.A. DE C.V.","AV. ABERLARDO L. RODRIGUEZ NO 1702, COLONIA FRACCIONAMIENTO LA RIOJA, CP 20180",11718,2014-11-20,16,0
171,MISAEL CHAVEZ YANEZ,"BLVD. RODOLFO LANDEROS CALVILLO, COLONIA BOULEVARD, CP 20800",3666,2014-11-12,20,0
172,"SERVICIO ROMALSA, SA DE CV","PROL 5 DE MAYO N 1202, COLONIA FRACCIONAMIENTO MARTINEZ, CP 20800",5454,2014-11-12,14,2
173,"SUPER SERVICIO BONATERRA, SA DE CV","BL  MIGUEL DE LA MADRID N 624, COLONIA FRACCIONAMIENTO AGUA CLARA, CP 20900",5112,2014-11-11,12,1
174,"SERVICIO RINCONADA, S.A DE C.V.","CARRETERA JESUS MARIA-VALLADOLID KM. 2.6, JESUS MARIA, AGUASCALIENTES., COLONIA , CP ",6938,2014-11-11,15,0
175,"SERVICIO ISALSO, SA DE CV","CARRETERA AGUASCALIENTES-ZACATECAS KM. 24, PABELLON DE ARTEAGA, AGUASCALIENTES., COLONIA , CP ",5117,2014-11-10,14,3
176,FLORES MARMOLEJO MARTA ESTELA,"CARRETERA A LAS PALOMAS KM. 2 S/N. PABELLON DE ARTEAGA, AGUASCALIENTES., COLONIA Sin Colonia, CP 20660",6778,2014-11-10,6,2
177,"SERVICIOS VILLALOBOS, S.A.","CARRETERA PANAMERICANA KM. 526, AGUASCALIENTES, AGUASCALIENTES, COLONIA CIUDAD INDUSTRIAL, CP 20280",1099,2014-11-09,30,0
178,"TERCER ANILLO, S.A. DE C.V.","AVENIDA AGUASCALIENTES NO 1399, COLONIA MODERNO, CP 20060",11508,2014-11-09,8,0
179,PABLO ALEJANDRO PATRON CORDERO,"CALLE 21 DE MARZO NO. 301, COLONIA S/C, CP 20427",3045,2014-11-08,4,2
180,"SUPERSERVICIO TERECAR, S.A. DE C.V.","BOULEVARD SIGLO XXI NO. 301, COLONIA CIUDAD INDUSTRIAL, CP 20290",7245,2014-11-08,0,0
181,"MULTISERVICIOS OTTO, S.A. DE C.V.","BLV. TECNOLOGICO NO. 1220, COLONIA EJIDO SALTO DE OJOCALIENTE FRACC., CP 20196",10416,2014-11-08,22,1
182,YANEZ ESPARZA ADALBERTO,"CARRETERA RAFAEL DE OCAMPO, AGS-S.L.P. Y AGS-LORETO KM , COLONIA Sin Colonia, CP 20780",3123,2014-09-19,6,0
183,TORRES VALENCIANO MIGUEL,"CARRETERA AGUASCALIENTES-OJUELOS KM. 22 ENTROQUE CARRETERA A SAN BARTOLO, AGUASCALIENTES, COLONIA Sin Colonia, CP 20347",3797,2014-09-19,12,5
184,"SERVICIO GALLEGOS E HIJOS, SA DE CV","CARRETERA AGUASCALIENTES-ZACATECAS KM. 28.5, PABELLON DE ARTEAGA, AGUASCALIENTES., COLONIA , CP ",5167,2014-09-19,10,1
185,ANDREA RODRIGUEZ PEREA,"CARRETERA PILOTOS KM. 33.5 CRUCE CARRETERA LA SOLEDAD, ASIENTOS, AGUASCALIENTES., COLONIA , CP ",7106,2014-09-19,10,3
186,"ESTACION BANDERA, S.A. DE C.V.","PLUTARCO ELIAS CALLES NO.88, COLONIA 5 DE MAYO, CP 26676",1121,2014-09-18,8,2
187,"MULTISERVICIOS ESPECIALIZADOS MORITA,S.A. DE C.V","CARRETERA AGUASCALIENTES-ZACATECAS KM. 31+072, PABELLON DE ARTEAGA, AGUASCALIENTES., COLONIA , CP ",10438,2014-09-18,18,2
188,"SERVICIOS GUZMAN,S.A.","HEROE DE NACOZARI  SUR NO 704, COLONIA SAN LUIS, CP 20270",1105,2014-09-16,20,0
189,"GASOLINERAS DE AGUASCALIENTES, S.A. DE C.V.","KM.16 CARR. AGUAS.-ZACA.ENTR.CARR.A EL MAGUEY, COLONIA , CP ",3857,2014-09-16,18,2
190,"ESTACION EL CRUCERO, SA DE CV","CARRETERA AGUASCALIENTES-LUIS MOYA NO. 301, TEPEZALA, AGUASCALIENTES., COLONIA Sin Colonia, CP 20270",5333,2014-09-15,12,1
191,"ESTACION CUSTODIA, S.A. DE C.V.","AVE. INDEPENDENCIA 1839-D, COLONIA TROJES DE ALONSO, CP 20116",11007,2014-09-15,12,1
192,"SERVICIO CARROBS, S.A. DE C.V.","BOULEVARD A ZACATECAS KM 8, COLONIA SC, CP SC",9265,2014-09-13,28,11
193,"SERVICIO AGUITAS, SA DE CV","AV AGUASCALIENTES SUR N 102, COLONIA VERSALLES SEGUNDA SECCION, CP 20285",4851,2014-09-12,24,0
194,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","CARRETERA PANAMERICANA SUR KM 121 MARGEN DERECHO, COLONIA , CP ",11357,2014-09-12,15,0
195,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","ROMA NO. 242, COLONIA FRACCIONAMIENTO DEL VALLE, CP 20080",3276,2014-09-11,20,0
196,"RN GAS, S.A. DE C.V.","BERNABE BALLESTEROS NUMERO 124, COLONIA FRACC. VILLA DE NUESTRA SENORA DE LA, CP 20200",7754,2014-06-28,12,2
197,"UNIDAD DE GASOLINERAS, S.A. DE C.V.","JACINTO LOPEZ BRAVO NO. 101, COLONIA VILLA DE NUESTRA SRA. DE LA ASUNCION, CP 20120",10143,2014-06-28,32,5
198,"SERVICIOS Y COMERCIALIZADORA NACIONAL,SA DE CV","BOULEVARD A ZACATECAS NO. 605, COLONIA FRACC. LAS HADAS, CP 20140",11324,2014-06-28,18,3
199,"SERVICIO MARTIN, S.A.DE C.V.","CA GENERAL BARRAGAN N 457 Y 459, COLONIA CENTRO, CP 20000",1107,2014-06-27,10,0
200,"SERVICIO REFORMA DE MORELIA, SA DE CV","BOULEVARD AGUASCALIENTES NO 601, COLONIA EL COBANO, CP 20158",4567,2014-06-27,30,1
201,"SERVICIOS GASOLINEROS DE MEXICO, SA DE CV","AV AGUASCALIENTES NORTE N 724, COLONIA LAS TROJES, CP 20135",4941,2014-06-27,24,0
202,"TORO GRUPO GASOLINERO, S.A. DE C.V.","CARRETERA PANAMERICANA – AGUASCALIENTES ZACATECAS KM. 34.5 COL. EL SALITRILLO (LAS NORIAS), RINCON DE ROMOS, AGS., COLONIA , CP ",9826,2014-06-27,12,2
203,"SERVICIO ALAN, S.A.","CA 10 N 1032, COLONIA ZONA CENTRO, CP 22800",2425,2016-10-28,24,0
204,AUTO SERVICIO SAN VICENTE S.A. DE C.V.,"CARR TTRANSPENINSULAR Y AV N HEROES SAN VICENTE BC, COLONIA , CP ",2879,2016-10-28,10,0
205,"NICROC INMOBILIARIA, S.A. DE C.V.","BLVD. CADIZ NO. 1001, COLONIA VILLAS PUNTA PIEDRA, CP 22020",10359,2016-10-28,18,0
206,"ESTACION DE SERVICIOS EL CAPITAN, S.A. DE C.V.","CARRETERA TRANSPENINSULAR NO. 6, COLONIA FRACC ACAPULCO, CP 22890",2609,2016-10-27,32,0
207,"ESTACION EL NARANJO, SA DE CV","CARRET. TRANSPENINSULAR KM. 114, COLONIA EL NARANJO, CP 22780",2620,2016-10-27,16,0
208,SERVICIO SAN QUINTIN S.A. DE C.V.,"CARRETERA TRANSPENINSULAR TIJUANA A  LA PAZ KM 284  , COLONIA , CP ",2881,2016-10-27,14,0
209,ESTACION DE SERVICIO PUNTA PIEDRA S. DE R. L. DE C. V.,"CALZADA CHAPULTEPEC NO. 855, COLONIA EJIDO CHAPULTEPEC, CP 22780",9290,2016-10-27,12,0
210,"ORLANDO’S SMART, S. DE R.L. DE C.V.","CARRETERA ENSENADA A TECATE KM. 94+000 S/N, S, COLONIA , CP ",11747,2016-10-27,14,0
211,"ADMINISTRADORA DEL COLORADO, S. DE R.L. DE C.V.","CARRETERA LIBRE TIJUANA-ENSENADA NO. 501, COLONIA INDEPENDENCIA, CP 22705",12325,2016-10-26,16,0
212,GASOLINA AL DETALLE AZTECA S.A. DE C.V.,"IGNACIO ALTAMIRANO Y AV.ANGEL FLORES, COLONIA FRACCIONAMIENTO SOLER, CP 22105",2689,2016-10-25,16,2
213,"PETROMAX, S.A. DE C.V.","BLVD. BENITO JUAREZ NO. 350, COLONIA FRACC. VILLA TURSTICA PARTE BAJA , CP 22710",8451,2016-10-25,16,2
214,"SERVICIO DELTA GAS, S.A. DE C.V.","BLVD. BENITO JUAREZ NO. 302, COLONIA ZONA CENTRO, CP 22710",9720,2016-10-25,8,0
215,"INMOBILIARIA CHAPRE, S.A. DE C.V.","AVENIDA INTERNACIONAL NO. 7883, COLONIA ZONA NORTE, CP 22000",11454,2016-10-24,18,0
216,"COMBUSTIBLES RANCHO VIEJO, S.A. DE C.V.","AVENIDA DE LA AMISTAD NO. 9059, COLONIA ZONA URBANA RIO TIJUANA, CP 22010",11678,2016-10-24,0,0
217,"SCJ INMOBILIARIA Y COMERCIALIZADORA, S.A. DE C.V","AVE. PRESIDENTE JOSE LOPEZ PORTILLO PONIENTE NO.19526, COLONIA NUEVA TIJUANA, CP 22430",11886,2016-10-24,0,0
218,"OPERADORA EL PENASCO, S.A. DE C.V.","BLVD. DE LAS AMERICAS NO. 2560, COLONIA BUENA VISTA, CP 22415",12522,2016-10-24,0,0
219,"CHALOGAS INMOBILIARIA, S.A. DE C.V.","ROSARITO NO. 1112, COLONIA LOPEZ GUTIERREZ, CP 22100",9272,2016-10-22,20,0
220,"RUGUFA, S.A. DE C.V.","BLVD. EL ROSARIO NO. 11000, COLONIA EL ROSARIO, CP 22563",10064,2016-10-22,20,0
221,"SERVICIOS OTAY, S.A. DE C.V.","ALHONDIGA DE GRANADITAS NO. 1833, COLONIA TOMAS AQUINO, CP 22379",10926,2016-10-22,0,0
222,"OPERADORA EL PENASCO, S.A. DE C.V.","AVENIDA OCAMPO NO. 6040, COLONIA ZONA URBANA RIO TIJUANA, CP 22010",11442,2016-10-22,0,0
223,COMBUSTIBLES DE OTAY S.A DE C.V.,"AV. PRESIDENTE JOSE LOPEZ PORTILLO # 410, COLONIA NUEVA TIJUANA, CP 22435",8972,2016-10-21,0,0
224,"SERVICIOS Y COMBUSTIBLES ZUNIBECK, S.A DE C.V.","BLVD. SANTA FE NO. 10050, COLONIA VILLA RESIDENCIAL SANTA FE 3RA.SECC., CP 22654",9059,2016-10-21,16,0
225,"GASMAX, S.A. DE C.V.","AVENIDA NOGAL NO. 3478, COLONIA EL CORTEZ, CP 22600",9090,2016-10-21,14,0
226,"INMOBILIARIA KILIKIS, S.A. DE C.V.","ORIZABA NO. 3014 , COLONIA NEIDHART, CP 22020",7616,2016-10-20,8,0
227,"INMOBILIARIA RORIBE, S.A. DE C.V.","VIA RAPIDA ORIENTE NO 9830  L-011,  M-017 , COLONIA ZONA URBANA RIO, CP 22320",8096,2016-10-20,12,0
228,"INMOBILIARIA CHAKAS, S.A. DE C.V.","PASEO PLAYAS DE TIJUANA # 378, COLONIA PLAYAS DE TIJUANA , CP 22430",8114,2016-10-20,8,0
229,"BECKTROP OPERADORA, SA DE CV","GRAL.ABELARDO L. RODRIGUEZ NO.2834, COLONIA DAVILA, CP 22044",5253,2016-10-19,24,0
230,"AUTO SERVICIO INSURGENTES, SA DE CV","BL INSURGENTES N 16615, COLONIA LOS ALAMOS, CP 22540",5343,2016-10-19,39,0
231,"SERVICIOS CIMARRON, S.A DE C.V","ALBA ROJA NO. 13000 Y BLVD.LAZARO CARDENAS, COLONIA SONORA, CP 21210",5857,2016-10-19,26,0
232,SERVICIO FLORIDO S.A. DE C.V.,"BLVD. EL REFUGIO # 24131, COLONIA FIDEICOMISO EL FLORIDO, CP 22684",7478,2016-10-19,19,0
233,"BECKTROP OPERADORA, S.A. DE C.V.","AV RUTA MATAMOROS N 10449, COLONIA GRAL. MARIANO MATAMOROS, CP 22500",4019,2016-10-18,20,0
234,"AUTOSERVICIO TIJUANA, S.A. DE C.V.","VIA PONIENTE N 13002, COLONIA ANEXA 20 DE NOVIEMBRE, CP 22320",4102,2016-10-18,34,0
235,"AUTOSERVICIO BENITEZ, S.A. DE C.V.","BL FEDERICO BENITEZ No.5406, COLONIA LOS ESPA#OLES, CP 22450",4771,2016-10-18,20,0
236,"SERVICIO RP, S.A. DE C.V.","BLVD. ANAHUAC 2101, COLONIA CONJUNTO URBANO ESPERANZA, CP 21040",5908,2016-10-17,12,0
237,"KIMANO OPERADORA DE ESTACIONES, S. A. DE C. V.","CARRETERA MEXICALI-ISLAS AGRARIAS NO. 224, COLONIA GRANJAS ARCOIRIS, CP 21620",12026,2016-10-17,20,0
238,"GRUPO EMPRESARIAL CACHANILLA, S.A. DE C.V.","CALZADA LAZARO CARDENAS NO. 2301, COLONIA EL PORVENIR, DELEGACION PROGRESO, CP 21220",12053,2016-10-17,0,0
239,"GRUPO MAGIGAS, S. DE R.L. DE C.V.","BOULEVARD ADOLFO LOPEZ MATEOS NO. 490, COLONIA DERECHO DE VIA F.F.C.C., CP 21100",12122,2016-10-17,18,0
240,"COMBUSTIBLES EL CENTENARIO, S.A. DE C.V.","CALZADA LAZARO CARDENAS NO. 2901, COLONIA FRACC. REAL VIRREYES, CP 21165",9576,2016-10-16,0,0
241,"GRUPO EMPRESARIAL CACHANILLA, S.A. DE C.V.","CARR.COL.PROGRESO-STA.ISABEL S/N,ESQ.AV.TAZUMAL, COLONIA VALLE DEL PROGRESO, CP 21610",9731,2016-10-16,0,0
242,"GRUPO EMPRESARIAL CACHANILLA, S.A. DE C.V.","AV. GRAL. SANTIAGO VIDAURRI S/N, COLONIA MISION DEL ANGEL, CP 21386",10580,2016-10-16,0,0
243,"ESTACION DE SERVICIO EL TRAILERO,S.DE R.L.DE C.V","CARRETERA SAN FELIPE NO. 568, COLONIA DOS DIVISION DOS, CP 21387",10646,2016-10-16,0,0
244,"GRUPO MAGIGAS, S. DE R. L. DE C. V.","CALZADA HECTOR TERAN TERAN 1498, COLONIA DESARROLLO URBANO XOCHIMILCO, CP 21380",11658,2016-10-16,0,0
245,"ESTACION DE SERVICIO VILLAFONTANA, S. DE R.L. DE C.V.","BL LAZARO CARDENAS N 1399, COLONIA VILLA FONTANA, CP 21180",5056,2016-10-15,0,0
246,"COMBUSTIBLES, ADITIVOS Y SERVICIOS MAGICOS, S. DE R.L. DE C.V.","CALZADA MANUEL GOMEZ MORIN NO 400, COLONIA LAS HADAS, CP 21217",5595,2016-10-15,0,0
247,"GRUPO AMBAR PENINSULAR CALAFIA, S.A. DE C.V.","CALZADA ROBLEDO INDUSTRIAL NO. 295, COLONIA EL ROBLEDO, CP 21600",6711,2016-10-15,0,0
248,SERVICIO MADRID S.A. DE C.V.,"CALLE NOVENA LOTE 5 FRACCIONES C Y D, COLONIA CALLES FRACCIONAMIENTO 1, CP 21396",8383,2016-10-15,0,0
249,"SERVICIO SIGMA, S. A. DE C. V.","CALLE GRANADA Y AV. SEVILLA N0. 2269, COLONIA CONJUNTO URBANO ESPERANZA, CP 21350",9260,2016-10-15,8,0
250,"SERVICIO RIO FUERTE, S.A. DE C.V.","CL DE LAS AMERICAS N 595, COLONIA CUAUHTEMOC NORTE, CP 21200",1887,2016-10-14,12,0
251,"AUTO SERVICIO EL PASO, S DE RL DE CV","CA RIO CULIACAN N 936, COLONIA PROHOGAR, CP 21240",1888,2016-10-14,0,0
252,RAMONA SALAS,"KM. 3 CARRETERA A SAN FELIPE S/N, COLONIA CERRO PRIETO 2, CP 21101",1918,2016-10-14,0,0
253,"ESTACION DE SERVICIO GONZALEZ, S.A. DE C.V.","CL BENITO JUAREZ N 2260, COLONIA EX EJIDO COAHUILA, CP 21360",1981,2016-10-14,0,0
254,DIEGO ARTURO BELTRAN SALAS,"BL LAZARO CARDENAS N 2600, COLONIA NUEVO MEXICALI, CP 21399",3718,2016-10-14,0,0
255,"SERVI ENERGETICOS, S.A. DE C.V.","CALZADA VENUSTIANO CARRANZA NO. 1299, COLONIA FRACCIONAMIENTO VALLE DORADO, CP 21399",4526,2016-10-14,0,0
256,"SIDRONIO RODRIGUEZ MORA, SU SUCESION","CALZ. INDUSTRIAL PALACO N° 2298, COLONIA GONZALEZ ORTEGA, CP 21600",1791,2016-10-13,29,1
257,"SERVICIO SAN GABRIEL, S.A. DE C.V.","CALZ. DE LAS AMERICAS NO. 1194 ESQ. JUAN CABALLERO, COLONIA SAN GABRIEL, CP 21210",1800,2016-10-13,12,0
258,"OPERADORA SAGUARO BAJA, S.A. DE C.V.","BL LAZARO CARDENAS N 1300, COLONIA LAZARO CARDENAS, CP 21370",1839,2016-10-13,0,0
259,"CAMPESTRE CENTRO, S. DE R. L. DE C. V.","CARRETERA A SAN FELIPE KM. 31, COLONIA , CP ",1844,2016-10-13,0,0
260,"GRUPO IBARRA FLORES, S.A. DE C.V.","AV MECANICOS N 1699, COLONIA INDUSTRIAL, CP 21010",1782,2016-10-12,0,0
261,"ESTACIONES GALAXY, S.A. DE C.V.","CALZADA LAZARO CARDENAS NO. 699, COLONIA FRACC. JARDINES DEL LAGO, CP 21330",1824,2016-10-12,0,0
262,"SUPER SERVICIO 18 DE MARZO, S.A. DE C.V.","CL INDEPENDENCIA N 884, COLONIA CENTRO CIVICO, CP 21150",1827,2016-10-12,28,0
263,"OPERADORA SAGUARO BAJA, S.A. DE C.V.","CL INDEPENDENCIA N 901, COLONIA SANTA ROSALIA, CP 21270",1840,2016-10-12,0,0
264,JOSE ALONSO CARLOS CASTANEDA,"CARRETERA MEXICALI – SAN LUIS RIO COLORADO KM. 60, COLONIA , CP ",1849,2016-10-12,20,0
265,JAIME PONCE MENDOZA,"ADOLFO LOPEZ MATEOS NO. 10323, COLONIA PLAN LIBERTADOR, CP 22701",9120,2016-08-27,8,2
266,ALEJANDRO RUDAMETKIN NOVIKOFF,"CL CORTEZ N 1339, COLONIA INDEPENDENCIA, CP 22840",2603,2016-08-26,24,1
267,"SUPER SERVICIO MODELO, SA","KM 123 1/2 CARR TRANSPENINSULAR MANEADERO, COLONIA , CP ",2610,2016-08-26,24,0
268,"SERVICIO SANCHEZ E HIJOS, S. A.","AV JUAREZ N 907, COLONIA ZONA CENTRO, CP 22800",2623,2016-08-26,16,1
269,IGNACIO FELIX COTA,"AV LOPEZ MATEOS N 2077, COLONIA FRACC GRANADOS, CP 22840",4372,2016-08-26,12,1
270,"ESTACION DE SERVICIOS GONZALEZ, SA DE CV","CARRETERA LIBRE TIJUANA-ENSENADA NO. 17, COLONIA VERACRUZ, CP 22710",5426,2016-08-25,16,0
271,"SERVICIO MAGUSA, S.A. DE C.V.","CARR. TRANSPENINSULAR KM. 138+740, COLONIA CAMALU, CP 22910",5513,2016-08-25,11,3
272,"SERVICIO POGAS, S.A. DE C.V.","CARRET. TRANSPENINSULAR KM. 179+100 NO. 2700, COLONIA , CP ",8612,2016-08-25,0,0
273,RAMON ALEJANDRO RUELAS FLORES,"BLVD. BENITO JUAREZ 25650, COLONIA CENTRO, CP 22710",2657,2016-08-24,12,1
274,ESTACION ORO S.A. DE C.V.,"BLVD. BENITO JUAREZ NO. 1207, COLONIA ECHEVERRIA, CP 22710",4318,2016-08-24,16,0
275,"COMBUSTIBLES RANCHO VIEJO, S.A. DE C.V.","AVENIDA DE LA AMISTAD NO. 9059, COLONIA ZONA URBANA RIO TIJUANA, CP 22010",11678,2016-08-24,0,0
276,"SCJ INMOBILIARIA Y COMERCIALIZADORA, S.A. DE C.V","AVE. PRESIDENTE JOSE LOPEZ PORTILLO PONIENTE NO.19526, COLONIA NUEVA TIJUANA, CP 22430",11886,2016-08-24,0,0
277,"OPERADORA EL PENASCO, S.A. DE C.V.","BLVD. DE LAS AMERICAS NO. 2560, COLONIA BUENA VISTA, CP 22415",12522,2016-08-24,0,0
278,"GRUPO ARGOIL CASABLANCA, S. DE R.L. DE C.V.","ARGENTINA  # 9985, COLONIA FRACCIONAMIENTO PANAMERICANO, CP 22630",6984,2016-08-23,20,3
279,"ESTACION DE SERVICIOS PORTICOS, S.A. DE C.V.","CALLE ORIENTE NO. 11997, COLONIA LA JOLLA, CP 22300",7442,2016-08-23,16,1
280,COMBUSTIBLES DE OTAY S.A DE C.V.,"AV. PRESIDENTE JOSE LOPEZ PORTILLO # 410, COLONIA NUEVA TIJUANA, CP 22435",8972,2016-08-23,0,0
281,"OPERADORA EL PENASCO, S.A. DE C.V.","AVENIDA OCAMPO NO. 6040, COLONIA ZONA URBANA RIO TIJUANA, CP 22010",11442,2016-08-23,0,0
282,"SERVICIOS COSMO EXPRESS, S.A. DE C.V.","BOULEVARD INSURGENTES NO. 20214, COLONIA EL FLORIDO 1ra. Y 2da. SECCION , CP 22597",6472,2016-08-22,19,2
283,"SERVICIO FUNDADORES, S.A. DE C.V.","ANAHUAC No. 750, COLONIA CUAUHTEMOC, CP 21470",6838,2016-08-22,12,0
284,"GRUPO EMPRESARIAL CACHANILLA, S.A. DE C.V.","AV. GRAL. SANTIAGO VIDAURRI S/N, COLONIA MISION DEL ANGEL, CP 21386",10580,2016-08-20,0,0
285,"ESTACION DE SERVICIO EL TRAILERO,S.DE R.L.DE C.V","CARRETERA SAN FELIPE NO. 568, COLONIA DOS DIVISION DOS, CP 21387",10646,2016-08-20,0,0
286,"GRUPO SOL DEL GOLFO, S.A. DE C.V.","CALLE NOVENA ESQUINA PALMAR DE SANTA ANITA NO. 1898, COLONIA PLUTARCO ELIAS CALLES, CP 21376",11384,2016-08-20,0,0
287,"GRUPO MAGIGAS, S. DE R.L. DE C.V.","BOULEVARD ADOLFO LOPEZ MATEOS NO. 490, COLONIA DERECHO DE VIA F.F.C.C., CP 21100",12122,2016-08-20,0,0
288,"GRUPO EMPRESARIAL CACHANILLA, S.A. DE C.V.","CARR.COL.PROGRESO-STA.ISABEL S/N,ESQ.AV.TAZUMAL, COLONIA VALLE DEL PROGRESO, CP 21610",9731,2016-08-19,0,0
289,"GRUPO MAGIGAS, S. DE R. L. DE C. V.","CALZADA HECTOR TERAN TERAN 1498, COLONIA DESARROLLO URBANO XOCHIMILCO, CP 21380",11658,2016-08-19,0,0
290,"GRUPO EMPRESARIAL CACHANILLA, S.A. DE C.V.","CALZADA LAZARO CARDENAS NO. 2301, COLONIA EL PORVENIR, DELEGACION PROGRESO, CP 21220",12053,2016-08-19,0,0
291,"GRUPO AMBAR PENINSULAR CALAFIA, S.A. DE C.V.","CALZADA ROBLEDO INDUSTRIAL NO. 295, COLONIA EL ROBLEDO, CP 21600",6711,2016-08-18,0,0
292,SERVICIO MADRID S.A. DE C.V.,"CALLE NOVENA LOTE 5 FRACCIONES C Y D, COLONIA CALLES FRACCIONAMIENTO 1, CP 21396",8383,2016-08-18,0,0
293,"COMBUSTIBLES EL CENTENARIO, S.A. DE C.V.","CALZADA LAZARO CARDENAS NO. 2901, COLONIA FRACC. REAL VIRREYES, CP 21165",9576,2016-08-18,0,0
294,"SERVI ENERGETICOS, S.A. DE C.V.","CALZADA VENUSTIANO CARRANZA NO. 1299, COLONIA FRACCIONAMIENTO VALLE DORADO, CP 21399",4526,2016-08-17,0,0
295,"ESTACION DE SERVICIO VILLAFONTANA, S. DE R.L. DE C.V.","BL LAZARO CARDENAS N 1399, COLONIA VILLA FONTANA, CP 21180",5056,2016-08-17,0,0
296,"COMBUSTIBLES, ADITIVOS Y SERVICIOS MAGICOS, S. DE R.L. DE C.V.","CALZADA MANUEL GOMEZ MORIN NO 400, COLONIA LAS HADAS, CP 21217",5595,2016-08-17,0,0
297,"SERVICIOS DEL PUERTO,S.A. DE C.V.","BOULEVARD SALTILLO NO. 10, COLONIA EJIDO NUEVO LEON, CP 21705",1963,2016-08-16,14,3
298,"ESTACION DE SERVICIO GONZALEZ, S.A. DE C.V.","CL BENITO JUAREZ N 2260, COLONIA EX EJIDO COAHUILA, CP 21360",1981,2016-08-16,0,0
299,DIEGO ARTURO BELTRAN SALAS,"BL LAZARO CARDENAS N 2600, COLONIA NUEVO MEXICALI, CP 21399",3718,2016-08-16,0,0
300,"SERVICIO RIO FUERTE, S.A. DE C.V.","CL DE LAS AMERICAS N 595, COLONIA CUAUHTEMOC NORTE, CP 21200",1887,2016-08-15,0,0
301,"AUTO SERVICIO EL PASO, S DE RL DE CV","CA RIO CULIACAN N 936, COLONIA PROHOGAR, CP 21240",1888,2016-08-15,0,0
302,RAMONA SALAS,"KM. 3 CARRETERA A SAN FELIPE S/N, COLONIA CERRO PRIETO 2, CP 21101",1918,2016-08-15,0,0
303,"ESTACIONES GALAXY, S.A. DE C.V.","CALZADA LAZARO CARDENAS NO. 699, COLONIA FRACC. JARDINES DEL LAGO, CP 21330",1824,2016-08-14,0,0
304,"OPERADORA SAGUARO BAJA, S.A. DE C.V.","BL LAZARO CARDENAS N 1300, COLONIA LAZARO CARDENAS, CP 21370",1839,2016-08-14,0,0
305,"OPERADORA SAGUARO BAJA, S.A. DE C.V.","CL INDEPENDENCIA N 901, COLONIA SANTA ROSALIA, CP 21270",1840,2016-08-14,0,0
